# author: Hannah Earnshaw# source: # date_created: 2026-01-28# date_modified: 2026-01-28# status: esimated# orig_filename: mirror_reflectivity.csv (24nm)# wavelength_unit: nm wavelength    reflection110	72.2532
111	74.1199
112	75.773
113	77.2427
114	77.8793
115	78.0857
116	78.179
117	79.0417
118	80.111
119	81.1854
120	82.2753
121	83.3591
122	84.0995
123	84.2745
124	84.4386
125	84.5843
126	84.7072
127	84.834
128	84.9696
129	85.119
130	85.287
131	85.4788
132	85.6994
133	85.9536
134	86.1497
135	86.2109
136	86.2604
137	86.3065
138	86.3454
139	86.3691
140	86.39
141	86.4263
142	86.4598
143	86.4905
144	86.5202
145	86.5503
146	86.5564
147	86.5613
148	86.5648
149	86.5672
150	86.5685
151	86.5729
152	86.5762
153	86.5784
154	86.5798
155	86.4932
156	86.3353
157	86.1845
158	86.0419
159	85.9086
160	85.7856
161	85.6631
162	85.5401
163	85.4186
164	85.2988
165	85.181
166	85.0525
167	84.9267
168	84.8038
169	84.6839
170	84.5673
171	84.4874
172	84.4099
173	84.3349
174	84.2627
175	84.1932
176	84.1263
177	84.0625
178	83.9874
179	83.9136
180	83.8433
181	83.9797
182	84.1194
183	84.2619
184	84.4074
185	84.5554
186	84.6924
187	84.8321
188	84.9743
189	85.1189
190	85.2656
191	85.4142
192	85.5646
193	85.7166
194	85.8699
195	86.0244
196	86.1761
197	86.3287
198	86.4822
199	86.6362
200	86.7907
201	86.8135
202	86.8379
203	86.8639
204	86.8915
205	86.9205
206	86.9557
207	86.9883
208	87.0155
209	87.044
210	87.0737
211	87.0961
212	87.12
213	87.1453
214	87.1719
215	87.1999
216	87.233
217	87.2671
218	87.3023
219	87.3384
220	87.3755
221	87.4095
222	87.4444
223	87.4801
224	87.5167
225	87.5541
226	87.5906
227	87.6279
228	87.6549
229	87.6779
230	87.7018
231	87.7253
232	87.7497
233	87.7748
234	87.8007
235	87.8272
236	87.8549
237	87.8831
238	87.9078
239	87.926
240	87.9449
241	87.966
242	87.9878
243	88.0101
244	88.033
245	88.0565
246	88.0765
247	88.0971
248	88.1186
249	88.1489
250	88.1796
251	88.2094
252	88.2396
253	88.2702
254	88.3011
255	88.3324
256	88.3632
257	88.3943
258	88.4257
259	88.4574
260	88.4893
261	88.5203
262	88.5516
263	88.5831
264	88.6106
265	88.6346
266	88.6593
267	88.6844
268	88.7097
269	88.7352
270	88.7611
271	88.7861
272	88.8115
273	88.8371
274	88.8629
275	88.8889
276	88.9148
277	88.9409
278	88.9672
279	88.9935
280	89.0158
281	89.0378
282	89.06
283	89.0825
284	89.1051
285	89.128
286	89.151
287	89.1742
288	89.1975
289	89.221
290	89.2447
291	89.2684
292	89.2923
293	89.3163
294	89.3404
295	89.3619
296	89.3811
297	89.4005
298	89.42
299	89.4398
300	89.4596
301	89.4793
302	89.4991
303	89.5191
304	89.5391
305	89.5593
306	89.5796
307	89.6
308	89.6205
309	89.6411
310	89.6612
311	89.6688
312	89.6767
313	89.6848
314	89.6932
315	89.7019
316	89.7108
317	89.7199
318	89.7293
319	89.7389
320	89.7487
321	89.7585
322	89.7685
323	89.7787
324	89.7891
325	89.7997
326	89.8104
327	89.8259
328	89.8433
329	89.8608
330	89.8783
331	89.8958
332	89.9134
333	89.9311
334	89.9488
335	89.9666
336	89.9834
337	89.9932
338	90.0033
339	90.0134
340	90.0238
341	90.0341
342	90.0445
343	90.0551
344	90.0658
345	90.0766
346	90.0846
347	90.0901
348	90.0958
349	90.1017
350	90.1077
351	90.1139
352	90.1203
353	90.1268
354	90.1335
355	90.1404
356	90.1473
357	90.1545
358	90.1617
359	90.1691
360	90.1766
361	90.1842
362	90.1918
363	90.1996
364	90.2075
365	90.2166
366	90.2279
367	90.2392
368	90.2507
369	90.2622
370	90.2738
371	90.2854
372	90.2971
373	90.3089
374	90.3208
375	90.3327
376	90.3446
377	90.3567
378	90.3687
379	90.3809
380	90.3931
381	90.4052
382	90.4174
383	90.4297
384	90.442
385	90.4543
386	90.4667
387	90.4791
388	90.4915
389	90.5037
390	90.5045
391	90.5054
392	90.5065
393	90.5077
394	90.5091
395	90.5107
396	90.5124
397	90.5142
398	90.5161
399	90.5182
400	90.5205
401	90.5227
402	90.5251
403	90.5277
404	90.5303
405	90.5331
406	90.536
407	90.539
408	90.5421
409	90.5454
410	90.5487
411	90.5522
412	90.5557
413	90.5594
414	90.5619
415	90.564
416	90.5663
417	90.5687
418	90.5712
419	90.5738
420	90.5766
421	90.5794
422	90.5823
423	90.5854
424	90.5885
425	90.5918
426	90.5952
427	90.5986
428	90.6022
429	90.6059
430	90.6096
431	90.6135
432	90.6174
433	90.6215
434	90.6256
435	90.6298
436	90.6341
437	90.6385
438	90.643
439	90.6476
440	90.6522
441	90.6569
442	90.6617
443	90.6646
444	90.6599
445	90.6555
446	90.6512
447	90.647
448	90.6431
449	90.6393
450	90.6356
451	90.6321
452	90.6287
453	90.6255
454	90.6225
455	90.6196
456	90.6168
